id,title,screen_size_diagonal,response_time,supported_aspect_ratio,contrast_ratio_static,screen_brightness,supported_resolution,screen_type,number_of_colors
www.best-deal-items.com//1550,"3M Computer Screen Monitor Gold Frameless Privacy Filter Fit 17"" Widescreen | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//288,602120 001 HP TFT7600R G2 17inch LCD With Keyboard (spare Replacement Part | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//46,"Princeton Digital VL1717 17"" LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//796,Delta T17494 SS I Linden Monitor 17 Series Tub And Shower Trim Only Stainless | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//279,"17"" LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1921,"Wireless Dell C2D 4GB 500GB DVD 17"" Monitor Win 7 Desktop PC Computer 1YR WRNTY | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2513,"Planar 997 3394 00 PT1510MX Touch Screen Monitor   15""   White  E40B | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,1024 x 768,,
www.best-deal-items.com//2388,"BenQ 17"" LCD Monitor Q7T3 FP731 IEC Connection VGA | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//828,"Dell E177FPb 17"" LCD TFT Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//316,"BenQ FP731 17"" LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//723,"17"" Monitor Dell OptiPlex GX620 2.8GHz 1GB DVD Windows 7 Desktop PC Computer | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1212,"LOT OF 5 Apple 17"" LCD Studio Display ADC Flat Screen Monitor M7649 1280 X 1024 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//982,NEC MultiSyncÂ LCD1770V 17â LCD Monitor With VGA And Power Cable Swivels Height | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2175,"Acer AL1717A SM 17"" Inch LCD Computer Monitor Screen GRADE C | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//975,CANTILEVER SWIVEL WALL MOUNT BRACKET LED LCD FLAT SCREEN CORNER TV MONITOR 111 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//463,"EMachines 700G 17"" LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//11,Delta T17238 H2O Lahara Monitor 17 Series Shower Trim Only Chrome | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1161,Lot=10pcs Acer V176L B 17inch 5ms VGA LED LCD Monitor (Black) UM.BV6AA.002 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2226,AC Adapter For SAMSUNG S20A300B S24A300B BX2431 BX2431K LED Monitor Power Supply | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2390,HP PAVILION DV7 4020SA 17.3â LAPTOP LCD SCREEN LED | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1324,"BOEHYDIS 17"" TFT LCD Monitor Panel HT17E13 100 1280x1024 SXGA | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//114,"ViewSonic VE710b 17"" LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1608,L@@K Monitor Stand Shelf TV Wood A2 4 Legs AD#MOM Black 18 6 Pine Riser NEW | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2117,"CARDIFF COLLECT   Dell 17"" Computer Monitor E173FPf  Black (Near Uni) Screen | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2307,HP ProDisplay P17A | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//834,"HP DZ098S D530 Complete Desktop PC System P4 2.8 GHZ 80GB 2GB XP Pro 17"" Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//739,"Allen Bradley 6181P 17TPXPH /B VersaView 1700P Integrated Display Computer, Read | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//579,"Optiquest Main/Power Supply Board PWB 0508 02 For A Q170b 17"" Inch LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1281,"NEC LCD1760V LCD Flat Panel Monitor 17"" 1280 X 1024 Maximum Resolution | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//962,"Kantek Magnifier, LCD, Adjustable Mag. Level, Fits 17"", Aluminu [ID 145993] | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//33,StarTech Coaxial SVGA Monitor Extension Cable (15m) StarTech MXT101HQ_50 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1973,Dell Professional P170S 468 9272 17 Inch Screen LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1583,"JOB LOT Of 9 X Dell 1708FPt 17"" LCD Monitor TFT Displays With USFF Stands. | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2722,"Philips 170S 17"" LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2492,"TRIPP LITE P504 025 SVGA/XVGA Monitor/Audio Cable With Coaxial, 25 Ft | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2324,Cateye V3 Cycle Computer WIRELESS Heart Rate Monitor CC TR300TW | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//653,"BenQ GL2460HM LED LCD 24"" HDMI Monitor   Speakers | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1672,"ASUS G2S MONITOR SCHERMO DISPLAY LCD 17"" AU OPTRONICS B170PW07 V.0 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//655,"Dell 1707FPC 17"" LCD Flat Screen Computer Monitor Desktop W/ Swivel Stand DVI  | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2626,FDA CE Fetal Doppler / Baby Heart Beart Monitor W LCD 3MHz  | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//169,"Dell 17"" HP535 Monitor Rack Console | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2580,"DELL 22"" 90 DEGREES Swivel LCD Flat Monitor Stand P2212H 17/19/23/24"" SCREENS  | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//920,"Airsoft Cell Voltage Meter Monitor 2 8S Lipo With LCD, Alarm & Custom Settings | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//153,"BRAND SAMSUNG BA59 03191A 17.3"" WXGA++ LED MONITOR LAPTOP SCREEN GLOSSY | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1478,"Dell Adjustable UltraSharp 17"" LCD Monitor 1707FP W/4 Port USB VGA DVI  | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//561,StarTech DVI D Single Link Digital Video Monitor Cable DVI Cable Single Link | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1145,Iiyama ProLite 24 Inch LED Monitor XB2483HSU B1 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,16:9,,,"1280 x 1024 (SXGA), 1920 x 1080 (HD 1080)",,
www.best-deal-items.com//1667,"MAIN BOARD FOR HANNS G HSG1029 17"" LCD MONITOR E154554 HX191DP 2202527700P  | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//491,"ELO 15"" LCD MONITOR  FROM ECAST NSM JUKEBOX | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2281,Iiyama XU2390HS B1   Iiyama ProLite XU2390HS (23 Inch) LED Backlit LCD Monit... | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1597,"Dell  UltraSharp 2007WFP 20.1""  Widescreen Monitor LCD | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2125,17ft VGA SVGA Cable Cord PC Monitor TV LCD Hookup 15 Pin Heavy Duty Female(15ft) | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1974,Proper Cantilever Arm Desk Pc Monitor Mount Full Motion 17Cm Vesa Max 100X100 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1201,"Iogear Gcl1800 Rackmount Lcd 1 Computer(s)   17"" Active Matrix Tft Lcd   1 X | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2654,MAIN CHARGER POWER SUPPLY For TATUNG LCD Monitor L5CESB/ L17AMTN | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//1428,"Dell UltraSharp 1707FPt  17"" LCD Monitors+speakers DVI + VGA + USB | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1090,"AG Neovo 17"" Black Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1621,"HP L1750 17"" LCD Monitor Power Cable Cord Plug AC NEW 5ft FAST SHIPPING! | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1718,L@@K Monitor Stand Shelf TV Wood A2 4 Legs AD#MOM Black 20 6 Pine Riser NEW | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2504,"IR Reverse Camera + 4.3""/7"" LCD Monitor Car Bus Van Truck Lorry Rear View Kit UK | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2232,"New ASUS F75A TY205H 17.3"" LED LCD Monitor Notebook Screen UK | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1107,"ViewSonic Power Supply Board 2202118703 For A VE175b 17"" LCD Computer Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//237,"AOC E719Sda  E719SDA Monitors / TV LED Displays 43 Cm (17"") | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,5:4 5:4,,,1280 x 1024 at 75 Hz 1280 x 1024 at 75 Hz,,
www.best-deal-items.com//2247,Ac Power Adapter Charger Supply Cord For FujiPLUS FP 988D K 1205 LCD Monitor 48W | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2468,"HP HD 1740 17"" Monitor COMPAQ FLAT PANEL LCD COMPUTER MONITOR VGA DVI **NEWSITE | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//127,"Dell 17"" LCD Flat Panel Monitor Stand E178FPb E178FP #0662 | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1303,"Philips HNS8170T 17"" Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2352,"HP Main/Power Supply Board QLIF 070 For A Vs17e 17"" Inch LCD Computer Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2119,"Innovera 46412   Privacy Antiglare LCD Monitor Filter, For 17"" Notebook/LCD | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1633,Hanns.G HX191D 17 Inch LCD Monitor With Built In Speakers | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2268,"Dell Monitor Stand Adjustable Swivel 17"" 19"" 20"" LCD TFT 1708 1908 Rotate  | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//689,Digital LED Battery Status Charge Indicator Monitor Meter Gauge 12V/24V UK Stock | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2554,"HP USB Board 715G2704 1 For A L1750 17"" Inch LCD Computer Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2143,"HP 17"" Inch LCD Flat Panel Monitor USB Hub Silver 500:1 1280x1024 8ms DVI VGA | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1460,"Dell E172FPb 17"" LCD A Grade Monitor Screen 100% Tested Fully Working Best Deal | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1695,"DELL 1703FP 17"" LCD Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2362,"Super Power SupplyÂ® AC / DC 12V 5A Charger LCD Monitor Norwood Micro M17CBA 17"" | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1036,"WIRELESS DELL DESKTOP PC 1TB 1000GB 4GB 17"" TFT MONITOR WINDOWS 7 COMPUTER, DVD | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2707,BNC S Video To VGA Converter Adapter Converter For CCTV Cam DVD VCR PC Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//2314,"AOC LM720 17"" LCD Flat Panel Computer LCD Monitor VGA All Black | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//1009,17 Inch Screen Dell OptiPlex GX620 Windows 7 DVD Desktop PC Computer | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//254,TV Wall Bracket Tilt Swivel For LCD LED Monitor 17 19 20 21 22 23 24 25 26 27 + | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade,,,,,,,,
www.best-deal-items.com//132,"DELL W023K 17"" LCD MONITOR | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
www.best-deal-items.com//2002,"Acer Power Supply Board 715G1823 2 For A AL1717 17"" Inch LCD Computer Monitor | UK | Ebay Items | Best Deal Items | Auctions | Free Shipping | Goods | Services | Wholesales | Retail | Trade",,,,,,,,
